gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
9.57,1,2.14,21,3,2,10,6,8,6,19.78,2,3,6.25,50,54.17,34.400000000000006,37.19,57.84
8.94,1,2.0,18,9,7,8,10,5,8,17.22,4,3,8.42,44,45.12,54.0,34.5,58.63
6.79,1,1.76,23,4,9,9,3,3,9,19.02,5,2,8.74,61,56.28,51.6,30.45,55.82
7.56,2,2.5,34,3,5,3,5,4,7,18.84,4,1,5.93,90,33.0,52.0,27.5,60.22
6.66,2,0.92,12,8,3,2,5,3,1,20.18,3,1,4.42,87,39.49,19.200000000000003,39.71,59.14
8.22,3,2.96,36,3,8,9,3,5,6,5.69,1,2,4.3,62,26.25,57.6,12.36,67.61
6.53,2,1.13,14,3,7,8,5,6,8,11.76,1,1,4.28,68,32.11,40.3,14.72,49.93
8.32,3,2.21,14,4,8,9,2,2,10,9.66,2,3,4.66,59,27.07,63.1,16.96,57.22
6.57,2,2.14,25,5,3,5,6,6,1,19.86,1,1,8.18,70,48.82,44.400000000000006,27.99,49.46
8.77,1,3.33,30,7,4,1,3,4,3,23.72,2,1,5.95,85,34.94,60.3,29.21,59.6
7.06,2,1.34,24,5,4,6,4,3,10,14.25,1,3,6.35,92,69.29,43.4,21.7,64.68
6.93,1,2.74,20,5,10,1,7,3,5,10.54,4,2,5.34,84,54.19,62.400000000000006,13.02,59.29
6.65,3,3.34,24,6,8,2,4,10,2,15.93,4,2,8.09,82,47.11,63.4,32.93,63.5
6.05,2,3.17,20,10,2,6,10,2,10,13.0,5,2,8.16,74,31.2,51.7,19.92,52.49
9.63,2,3.31,28,4,5,1,5,9,6,11.45,5,2,4.18,61,49.2,55.1,14.16,59.67
8.69,2,3.92,34,7,2,3,8,7,9,12.13,5,1,7.92,71,41.92,55.2,15.94,49.2
8.3,1,1.09,34,5,3,4,2,8,1,8.55,3,2,8.98,69,31.8,24.9,15.07,48.82
9.46,3,3.16,36,1,4,6,4,4,3,6.94,3,1,6.39,71,62.18,57.6,15.07,67.96
7.51,3,0.63,36,7,2,8,5,5,7,7.47,1,3,7.77,72,67.83,23.3,12.41,55.71
9.42,2,2.79,29,4,10,2,2,10,1,8.2,1,2,8.08,94,67.78,71.9,16.84,76.26
6.31,3,3.22,34,3,5,8,3,4,5,20.29,1,1,8.92,41,43.69,54.2,40.67,50.96
6.15,2,3.09,18,1,3,10,7,1,7,10.24,5,2,7.71,58,67.12,40.9,19.71,63.45
8.05,3,1.34,28,3,8,2,5,10,4,17.04,1,2,5.36,67,69.89,41.4,22.87,54.31
8.63,1,2.49,18,5,8,5,1,10,2,8.13,5,1,6.68,74,43.87,66.9,12.66,64.4
8.41,1,1.39,31,10,8,3,4,7,7,13.17,2,2,5.53,80,54.53,39.9,19.99,55.59
6.17,1,2.12,20,6,4,7,3,1,10,22.17,5,3,8.48,54,45.77,40.2,42.86,56.69
6.44,2,1.05,18,9,7,7,1,4,8,8.77,1,3,4.85,67,56.25,32.5,12.99,54.19
7.89,3,3.86,28,6,2,1,3,8,6,4.06,4,2,8.07,74,38.51,56.6,7.4,55.43
8.07,1,0.98,24,5,4,3,1,3,7,15.78,2,2,6.03,78,31.18,26.8,23.39,47.46
6.77,1,3.43,33,8,9,4,2,7,4,4.86,5,2,8.74,82,45.31,65.30000000000001,9.2,66.29
6.92,2,1.89,13,8,5,8,2,1,5,5.13,5,1,4.79,92,28.4,36.9,8.14,55.18
7.1,2,2.43,33,9,8,2,2,5,2,17.25,1,1,6.02,60,65.18,67.3,26.84,60.24
7.58,1,2.14,29,2,4,6,5,10,6,10.46,2,3,6.48,62,39.85,42.400000000000006,14.36,51.54
9.74,2,0.6,32,9,3,6,4,4,7,6.68,4,2,7.72,93,21.65,25.0,8.68,49.75
6.88,2,3.43,13,10,5,4,10,9,1,8.78,1,2,5.12,81,63.83,49.300000000000004,11.51,58.43
6.93,1,1.19,28,4,7,5,4,4,3,15.73,1,2,4.2,68,52.99,52.9,27.48,61.15
9.23,1,2.62,24,7,3,5,1,4,4,13.15,3,1,6.01,43,47.18,41.2,19.99,53.12
6.31,1,2.49,25,2,9,1,5,8,9,5.55,2,2,6.5,45,22.38,53.900000000000006,9.61,49.29
7.12,2,3.08,22,8,7,5,5,9,4,13.76,4,2,6.23,47,55.27,71.8,16.53,52.83
9.16,2,0.91,20,10,1,4,8,9,9,13.3,5,1,7.01,75,49.92,24.1,22.12,52.73
8.73,3,3.44,29,3,6,6,2,2,7,21.84,4,3,5.45,40,63.61,69.4,33.0,64.47
7.43,2,3.95,26,2,4,3,9,2,4,23.54,1,3,8.39,53,51.4,57.5,48.62,62.31
9.53,1,1.0,31,8,3,8,8,8,6,4.29,2,2,7.55,89,49.81,26.0,7.03,56.14
6.15,3,1.7,26,3,7,4,8,9,6,10.67,5,3,8.29,47,63.76,48.0,20.42,55.51
7.71,2,3.47,33,2,1,1,1,7,10,23.64,5,3,5.27,65,20.16,41.7,40.07,56.21
6.4,3,2.31,26,9,4,10,7,3,2,15.92,1,2,6.92,47,60.1,43.1,33.77,56.62
9.79,2,0.94,20,5,10,7,9,9,9,20.94,2,2,6.59,47,69.31,46.4,35.8,62.72
7.9,3,3.17,35,6,5,9,3,8,5,7.94,2,2,6.69,91,51.63,64.7,9.68,64.6
7.39,1,2.68,19,8,2,1,1,10,4,9.77,1,1,8.52,58,25.14,44.8,16.56,54.94
7.06,1,1.78,15,6,4,10,10,4,7,24.91,3,1,5.07,79,63.53,46.8,53.65,74.76
7.54,1,3.3,34,1,9,10,5,5,9,13.56,4,2,4.84,64,51.01,75.0,23.79,64.94
8.12,3,2.43,30,1,4,5,5,1,6,19.31,1,1,5.34,63,36.87,40.3,26.98,48.76
7.95,1,2.41,24,3,7,4,4,8,2,13.86,3,3,7.37,43,56.98,46.1,24.89,51.18
9.08,3,2.38,14,8,4,1,5,8,6,7.11,3,3,7.29,86,57.02,48.8,14.97,67.83
8.29,1,1.94,36,3,8,3,8,4,8,7.97,3,3,8.93,68,63.48,45.4,10.8,57.29
7.28,2,3.54,14,7,3,2,10,7,4,6.0,4,2,8.31,82,32.3,58.4,8.04,54.47
6.77,3,1.29,20,3,3,7,7,4,8,19.45,5,2,8.6,40,65.68,39.9,32.6,50.12
7.45,1,0.62,17,3,8,7,10,3,3,21.22,3,3,8.26,84,58.24,33.2,27.76,51.96
9.29,1,1.53,30,5,10,4,6,7,9,7.16,1,2,6.96,48,43.93,56.3,11.1,58.47
7.73,3,2.06,15,10,3,2,5,7,4,14.33,4,3,5.1,93,67.59,30.6,18.85,63.88
7.41,1,0.85,27,4,7,9,8,10,1,23.75,2,2,5.93,68,34.43,46.5,33.61,52.86
9.47,2,2.88,26,5,3,2,10,10,10,17.32,1,2,7.37,51,69.33,42.8,27.34,54.96
7.31,3,3.24,27,6,10,4,4,8,7,9.28,5,2,4.53,75,41.03,76.4,15.68,74.04
6.95,1,3.31,15,7,5,3,2,7,3,6.73,4,1,4.05,67,56.54,66.1,13.24,76.1
8.75,1,0.59,31,5,6,10,2,1,10,15.6,1,3,6.29,79,32.2,30.9,26.88,57.53
8.17,2,0.72,19,9,6,5,7,2,5,11.55,1,1,6.51,59,39.89,44.2,17.5,49.34
9.37,1,1.78,16,1,5,8,6,3,3,21.27,1,3,7.8,58,60.65,42.8,41.91,54.94
6.08,3,3.57,32,7,2,5,9,3,6,18.83,2,3,6.81,52,54.07,45.699999999999996,38.87,57.62
9.14,1,1.47,28,4,5,2,8,10,5,14.59,5,3,7.6,83,61.34,39.7,19.13,59.0
9.21,3,1.35,35,5,7,6,2,10,10,22.99,2,3,5.43,72,42.1,42.5,44.09,60.42
9.59,2,2.75,18,1,6,2,10,9,9,23.22,2,2,6.16,49,30.68,65.5,47.35,61.17
7.6,1,3.54,18,10,5,3,2,6,6,18.47,4,3,8.5,62,61.95,64.4,29.09,58.75
9.07,2,0.6,16,10,1,9,10,2,6,10.5,4,1,5.09,88,47.83,29.0,14.52,54.52
7.02,2,2.7,20,10,8,8,9,3,5,22.9,3,1,4.64,52,38.16,68.0,37.16,64.28
8.74,3,3.67,16,9,3,4,10,7,3,14.14,2,3,4.32,53,39.63,59.7,18.43,60.0
6.01,1,3.02,28,3,6,4,5,6,8,23.61,2,1,4.05,64,62.61,52.2,40.3,60.62
6.58,3,2.11,14,7,6,8,2,3,1,12.12,5,3,4.36,70,59.16,50.099999999999994,17.71,64.94
8.42,3,3.96,23,3,4,4,4,1,9,8.85,4,1,8.36,65,62.22,64.6,16.29,59.49
8.48,2,3.86,33,6,4,8,8,7,1,18.64,3,1,4.25,40,43.71,53.6,28.24,58.66
8.44,2,2.77,20,2,8,1,8,4,5,18.84,1,3,8.43,84,64.52,59.7,41.29,75.77
8.26,1,1.37,36,6,9,9,5,3,10,22.95,5,2,8.44,41,51.55,40.7,28.35,40.25
9.65,1,0.53,29,3,8,7,1,10,3,15.97,2,2,4.58,68,45.28,33.3,25.25,57.05
8.55,1,3.78,23,3,1,1,8,5,1,15.26,1,1,6.16,83,44.86,47.8,28.43,66.17
8.61,1,2.56,28,2,2,2,1,10,1,23.29,2,1,4.12,54,30.07,42.6,29.88,45.86
8.21,3,0.95,32,6,9,9,7,8,4,24.35,3,2,7.55,51,34.0,51.5,39.74,55.51
7.99,2,3.75,29,3,3,9,7,5,8,15.36,5,1,8.97,78,20.31,50.5,19.36,46.35
8.41,3,3.06,13,9,4,2,6,7,1,10.98,4,2,5.52,65,23.54,43.6,22.44,60.57
8.36,1,1.0,24,1,8,2,5,8,1,17.69,4,3,8.88,83,39.07,42.0,33.79,61.97
6.37,1,2.7,13,10,4,3,1,1,6,6.11,5,1,5.85,72,41.87,53.0,7.94,55.28
6.23,3,1.02,29,4,4,5,3,7,5,17.8,2,3,6.21,84,69.41,41.2,29.04,63.79
8.78,1,3.59,27,8,5,4,1,5,6,18.49,4,1,4.96,65,41.97,51.9,36.48,66.9
7.73,1,0.89,12,8,6,9,3,6,2,9.0,3,1,8.42,43,57.42,36.9,10.93,44.0
9.48,3,1.23,25,1,2,4,2,7,4,23.03,1,1,8.55,44,53.27,21.3,35.56,39.98
7.95,1,1.35,23,2,1,10,2,9,9,13.07,2,3,8.81,77,45.13,34.5,16.06,49.36
6.42,3,2.74,35,3,5,8,10,9,1,15.68,4,2,7.65,72,39.31,43.400000000000006,26.0,57.44
7.55,3,3.08,23,6,5,10,6,10,7,19.04,4,1,5.67,69,36.06,61.8,27.89,61.02
7.98,1,3.58,16,1,6,9,8,3,1,10.92,3,1,7.62,79,31.17,59.8,23.38,67.57
7.85,2,3.02,34,1,9,10,9,4,6,24.69,5,2,4.59,83,54.95,64.2,37.35,68.18
7.78,3,2.17,20,1,6,2,3,1,7,23.45,5,3,5.61,62,46.96,42.7,50.49,66.43
9.28,3,1.47,18,8,9,6,8,8,7,21.84,3,2,6.32,88,69.97,44.7,37.59,71.09
9.41,1,1.48,16,7,10,2,3,3,6,15.68,5,3,4.43,41,21.22,53.8,23.75,47.86
6.16,2,3.28,33,1,6,10,9,2,7,5.54,2,1,8.56,90,24.92,60.8,8.35,59.62
8.58,1,2.42,22,8,5,3,6,2,3,5.59,1,3,8.43,66,51.0,58.2,7.47,58.87
6.59,3,1.18,13,1,1,1,4,1,8,19.77,1,1,6.0,60,42.77,25.799999999999997,37.54,53.36
9.78,1,2.66,33,7,10,1,3,4,5,16.85,5,1,4.12,91,56.99,71.6,32.92,79.74
8.11,2,2.79,16,7,10,9,5,2,10,9.3,2,1,7.17,60,25.67,63.9,16.42,54.58
7.68,2,0.88,24,6,7,1,5,9,3,6.58,2,3,8.76,67,38.92,39.8,10.99,48.79
8.85,2,1.0,32,7,4,9,10,3,4,4.3,3,2,7.06,81,49.95,26.0,7.85,52.59
6.71,1,1.89,13,4,4,3,5,10,2,7.46,3,3,5.35,68,28.08,49.9,12.41,56.85
9.18,2,2.68,25,9,1,5,9,9,2,20.16,5,3,7.87,90,53.98,40.8,25.22,53.64
8.2,2,0.66,24,5,10,4,10,4,6,22.04,1,3,4.62,47,68.55,50.6,47.28,69.4
8.3,2,2.55,14,6,8,4,9,8,2,18.83,2,3,5.07,51,31.19,67.5,32.8,62.53
8.59,1,1.32,31,8,1,6,3,2,4,19.02,4,3,7.84,40,27.46,28.200000000000003,41.29,51.02
8.01,2,0.91,13,8,9,5,8,4,6,11.12,2,3,5.88,82,46.32,38.1,23.24,66.48
9.68,3,1.27,22,2,1,10,3,10,10,11.44,4,1,8.36,74,41.18,24.7,24.44,58.27
9.41,1,3.54,27,8,10,4,3,7,1,4.21,2,3,7.13,48,54.43,69.4,5.35,56.82
8.31,3,3.29,28,8,1,8,10,7,4,16.24,1,2,4.02,69,41.68,36.9,29.47,56.39
7.58,2,0.97,22,9,6,8,10,10,2,23.84,5,3,5.17,83,39.18,45.7,33.27,59.48
9.52,2,3.29,22,5,3,3,1,7,6,23.29,4,1,6.72,56,62.59,49.9,45.44,62.71
9.59,2,0.96,15,7,3,6,7,6,2,7.46,4,1,7.49,84,30.4,32.6,15.75,54.84
9.32,2,2.26,25,6,6,9,8,8,7,18.83,1,1,8.62,82,51.62,40.599999999999994,26.37,53.73
6.21,1,0.91,30,9,7,2,7,1,5,7.04,4,3,5.99,63,41.2,30.1,9.16,48.21
9.38,1,1.95,32,6,7,2,3,6,3,19.36,3,1,4.91,90,43.1,41.5,25.7,59.88
7.66,1,1.05,20,8,9,10,6,1,9,14.9,3,2,8.37,59,52.02,41.5,18.92,52.87
9.06,3,0.73,32,1,3,9,10,1,2,12.78,2,1,6.32,44,65.36,25.3,19.84,50.26
8.31,2,2.37,33,4,6,7,4,9,2,11.07,1,1,8.8,86,31.11,45.7,15.6,48.41
7.16,1,0.8,13,6,7,10,5,10,9,5.57,4,2,6.13,74,67.26,36.0,6.93,51.4
7.89,1,3.53,28,1,6,1,1,8,2,8.43,4,3,7.05,67,28.21,67.3,15.9,61.74
7.79,2,0.75,14,6,4,10,8,6,6,4.46,1,1,6.65,86,43.58,24.5,8.27,55.83
7.54,2,2.49,36,7,2,10,6,5,4,20.43,2,2,6.84,61,32.65,43.900000000000006,38.27,58.88
7.67,2,3.06,29,10,6,5,6,5,6,13.76,4,3,5.8,55,25.46,64.6,25.31,64.73
8.11,2,1.73,22,3,3,8,8,3,10,21.16,1,2,6.15,42,47.89,27.3,32.68,45.34
6.89,3,1.72,22,7,1,6,10,2,9,14.04,3,1,4.94,76,41.74,31.2,17.08,55.14
7.25,3,3.2,22,5,1,3,4,7,1,13.78,3,2,6.9,48,24.37,55.0,30.15,56.69
9.3,3,2.61,14,4,2,9,9,8,7,19.52,1,2,4.21,80,34.85,37.099999999999994,27.31,59.36
9.0,3,3.07,24,9,3,6,3,6,10,10.69,3,3,5.53,65,42.58,55.7,18.89,58.23
6.34,3,2.49,21,2,4,4,8,6,8,10.7,2,1,4.07,58,65.14,36.900000000000006,21.03,65.26
8.5,2,3.0,19,2,8,8,7,8,6,17.16,3,1,4.52,91,52.69,63.0,20.93,65.17
7.54,2,1.24,33,5,8,10,5,1,5,6.21,4,1,7.53,76,54.79,48.4,8.92,56.99
7.61,2,2.78,16,3,4,7,10,6,10,18.36,5,3,5.67,83,20.38,46.8,22.16,49.91
6.79,2,2.35,21,2,8,7,7,6,6,5.57,4,3,8.05,57,53.97,63.5,9.73,56.92
7.08,3,0.99,28,2,1,9,5,8,3,24.7,5,3,5.68,66,44.77,13.9,47.84,54.07
9.13,3,0.57,34,2,6,2,2,7,5,16.57,3,3,6.65,77,37.92,37.7,36.39,60.63
8.73,1,2.3,20,6,4,3,5,9,4,8.16,5,3,4.46,58,39.44,36.0,11.78,53.89
8.1,3,2.6,15,3,10,4,3,2,2,16.18,5,1,4.39,87,59.13,62.0,19.42,62.66
7.55,3,0.99,27,7,1,1,3,5,3,22.39,5,1,7.08,93,41.02,24.9,35.83,59.81
6.41,3,1.93,31,4,4,9,9,5,1,10.81,2,1,7.78,85,48.71,51.3,13.27,57.47
8.16,1,2.77,24,8,9,9,8,9,3,23.33,5,3,6.49,63,43.82,65.7,35.04,64.01
9.11,1,3.46,25,4,10,6,8,9,2,16.06,2,2,6.73,55,31.73,84.6,27.28,61.06
6.06,3,2.76,34,9,1,3,1,9,9,23.47,4,3,8.84,53,57.85,50.599999999999994,43.66,53.74
9.41,1,1.02,28,3,10,4,6,7,3,16.26,5,3,6.85,53,68.72,59.2,22.1,62.36
8.16,3,2.73,34,8,1,7,7,6,1,5.04,4,3,5.31,61,63.95,46.3,8.7,61.9
7.67,2,1.23,12,9,10,5,9,3,4,12.94,1,1,6.93,61,22.62,55.3,23.33,58.02
9.26,3,2.5,21,10,4,8,7,1,5,20.67,4,1,8.68,93,25.4,51.0,32.31,59.58
6.88,2,2.2,22,8,1,3,4,7,6,12.17,4,2,4.06,92,33.04,26.0,17.41,52.95
8.75,1,3.9,31,4,9,5,1,9,9,12.99,1,3,5.87,41,29.06,84.0,21.22,61.71
9.26,1,1.03,21,7,9,8,8,1,6,12.26,1,2,6.81,74,41.8,52.3,25.18,60.08
9.25,1,2.22,32,3,9,1,6,5,3,16.18,4,1,5.78,85,38.85,62.2,35.07,72.2
7.5,2,2.03,29,3,10,7,4,10,7,9.74,3,3,5.05,43,38.94,61.3,19.97,64.16
9.07,1,1.74,31,5,6,10,5,7,3,23.4,4,3,7.11,48,20.8,43.4,45.49,48.94
9.4,1,3.99,23,7,2,7,2,3,7,22.69,5,1,7.96,87,37.41,57.900000000000006,33.19,61.63
9.6,3,2.74,18,1,7,8,6,5,9,14.33,5,3,7.85,79,32.2,53.400000000000006,21.74,52.29
8.73,3,2.29,36,2,10,2,5,9,4,11.11,3,3,7.84,68,31.13,53.9,18.05,54.6
8.96,1,3.38,33,10,6,2,6,9,7,12.81,3,1,8.24,95,42.2,64.8,25.51,71.15
7.76,3,2.22,26,1,8,10,2,7,10,10.71,3,2,6.54,71,50.03,64.2,18.93,68.36
6.15,2,1.69,26,1,7,7,6,7,2,10.97,2,3,8.82,51,43.21,54.9,13.52,47.7
7.34,1,3.84,14,5,3,3,9,3,6,16.86,3,3,8.28,66,39.9,60.4,34.24,66.17
9.13,2,1.97,23,10,9,6,6,9,3,8.07,4,2,7.7,89,67.27,63.7,13.66,69.4
9.09,1,1.49,21,7,6,2,7,7,6,20.4,1,3,6.6,60,69.15,47.9,35.12,63.56
7.18,2,0.56,15,2,8,5,10,1,3,18.89,3,3,8.69,48,23.56,32.6,39.41,53.42
8.45,2,1.96,16,9,4,1,7,8,3,16.14,5,3,7.63,57,32.89,31.6,29.87,54.16
8.18,3,3.93,16,7,4,6,4,6,9,18.46,4,3,5.89,50,33.7,53.300000000000004,25.78,48.98
9.45,2,3.29,36,8,2,3,9,8,10,22.49,2,2,6.48,75,59.72,39.9,28.63,53.27
8.72,3,0.61,19,9,6,3,1,4,6,11.68,4,2,5.43,82,24.17,31.1,14.71,52.71
6.33,1,3.3,25,4,4,1,10,10,1,5.84,4,2,8.25,85,40.5,49.0,12.4,60.47
7.04,3,2.07,15,4,6,1,8,5,7,20.76,4,1,7.21,51,28.32,48.7,30.6,47.52
7.14,2,0.82,36,8,5,10,2,10,5,15.02,4,3,5.24,79,48.63,41.2,29.85,61.35
6.88,1,1.48,32,1,8,7,9,6,9,6.15,2,1,6.66,46,34.23,54.8,11.05,52.68
6.6,2,2.17,27,3,5,2,7,3,9,9.64,1,2,7.01,40,22.63,45.7,20.96,55.84
9.71,3,0.84,20,7,9,10,3,10,2,22.31,2,1,4.67,62,69.91,41.4,46.22,64.44
9.22,2,2.28,23,5,7,4,9,5,1,18.29,2,1,8.77,93,66.71,48.8,22.67,60.09
6.17,2,2.1,33,8,9,4,6,1,6,12.55,1,2,6.79,75,65.42,54.0,15.99,55.79
7.37,1,0.97,34,4,10,6,5,6,1,23.7,5,1,6.83,66,52.64,50.7,33.78,55.53
7.09,2,1.0,19,10,2,3,4,7,8,11.6,1,2,4.19,57,37.83,23.0,22.24,59.35
8.58,3,3.69,18,10,5,6,7,9,10,9.24,2,2,4.73,83,47.96,70.9,12.23,64.6
8.04,3,3.97,30,2,9,7,5,5,8,18.86,5,1,5.79,75,30.61,68.7,33.74,67.21
6.27,3,3.95,30,5,7,10,1,9,7,12.55,4,1,5.14,85,30.2,79.5,15.86,66.21
6.71,3,2.16,19,4,9,2,6,9,2,14.44,5,3,8.0,45,55.25,55.6,20.35,50.75
8.73,3,2.39,29,5,7,6,8,8,7,5.13,5,1,4.19,66,30.94,51.900000000000006,11.08,67.12
6.53,3,1.18,26,7,9,3,3,10,9,16.82,2,1,4.91,49,42.08,45.8,36.37,66.15
7.72,2,1.36,21,5,9,3,5,7,3,10.16,5,3,6.44,75,34.46,52.6,21.54,62.52
7.06,1,2.68,17,6,2,9,10,4,10,6.99,3,2,4.94,44,44.3,50.8,12.56,57.32
7.45,3,1.03,36,3,8,6,3,7,10,14.6,5,1,8.23,88,27.86,44.3,21.87,58.02
7.77,3,0.96,33,5,3,10,6,8,3,16.2,4,3,5.55,58,52.68,22.6,34.23,61.17
6.8,2,0.91,35,4,9,3,8,9,7,9.07,1,1,5.4,72,61.48,39.1,15.83,59.03
8.99,3,2.57,20,6,1,10,5,3,7,23.58,1,1,6.46,73,40.17,28.7,48.34,53.84
8.75,2,2.63,19,9,2,4,3,8,6,7.99,3,1,5.46,42,57.67,44.3,10.0,48.87
6.57,2,3.63,33,4,6,10,10,5,10,13.93,4,3,5.24,69,53.94,73.3,29.19,71.93
7.43,2,1.8,18,5,3,9,8,9,9,21.03,1,1,6.85,69,54.59,32.0,42.85,59.4
6.43,1,2.31,27,4,2,6,10,8,1,5.61,1,3,5.68,66,23.26,48.1,11.67,56.26
9.56,2,3.18,21,8,6,8,10,6,7,16.2,3,2,6.09,94,34.22,68.8,21.11,66.74
7.53,2,1.38,25,9,7,2,1,3,5,9.28,3,1,5.87,80,67.34,43.8,20.07,74.34
7.45,1,3.18,29,4,9,2,5,6,6,24.85,4,2,8.87,59,28.54,65.8,51.58,61.71
8.25,1,3.6,19,1,7,4,4,5,4,12.44,5,3,7.93,40,36.24,73.0,16.4,48.48
8.7,3,2.32,17,3,9,10,8,1,1,15.54,5,3,5.51,56,38.56,51.2,30.6,57.86
9.24,2,2.12,29,7,3,5,6,6,5,12.54,3,1,4.05,67,62.12,49.2,27.07,67.55
7.45,2,2.72,31,3,5,10,10,6,10,7.0,4,1,5.85,57,47.21,50.2,9.97,51.2
7.18,2,1.59,13,7,3,6,6,2,4,4.04,1,3,7.95,79,59.51,24.9,6.04,57.16
7.0,3,3.53,17,1,7,1,5,8,6,20.83,4,1,5.48,78,58.61,58.3,26.41,65.82
9.66,2,3.9,34,7,7,10,5,3,7,9.3,2,2,4.25,90,39.47,78.0,15.21,75.75
6.47,1,0.67,31,6,10,2,5,10,6,18.23,4,1,8.25,47,21.38,48.7,21.96,39.34
7.72,2,1.85,30,9,4,3,1,1,8,13.65,3,1,5.13,64,64.96,45.5,22.44,59.62
6.72,2,1.74,35,5,8,6,10,10,3,10.42,4,1,6.35,47,62.74,59.4,22.0,69.67
7.49,1,2.04,21,5,7,2,10,9,4,10.53,4,1,8.87,47,27.56,51.4,12.75,45.59
9.03,3,1.68,32,9,2,9,1,1,5,10.83,1,1,6.46,76,25.72,40.8,17.47,55.81
6.42,3,0.64,19,2,4,8,1,6,7,24.37,2,1,8.92,65,47.88,30.4,39.36,48.25
7.52,1,0.9,35,10,2,5,9,8,10,4.39,5,2,7.66,78,60.97,33.0,7.35,55.06
9.44,3,0.58,19,10,5,6,10,10,3,12.08,4,2,6.84,91,56.82,25.8,18.84,60.87
7.3,1,1.97,21,2,6,7,10,8,3,14.49,2,1,6.45,44,29.02,46.7,31.47,58.07
8.09,3,1.41,18,5,7,10,3,2,5,23.2,3,1,7.37,47,24.75,49.1,37.42,48.74
6.76,2,3.84,12,5,2,9,4,2,10,12.35,4,2,5.4,58,41.28,56.4,25.49,65.81
6.85,1,1.39,16,10,6,5,7,9,2,15.86,3,2,7.84,73,42.17,33.9,30.01,54.59
6.1,1,3.23,18,7,7,3,7,6,1,17.7,3,1,5.58,62,69.29,69.3,24.97,68.72
6.28,3,0.93,32,8,6,9,9,5,8,14.63,5,3,6.29,59,20.42,38.3,30.41,51.08
8.49,1,3.89,25,3,7,5,7,10,6,14.97,5,3,7.0,65,48.52,66.9,27.77,63.47
7.56,3,2.72,17,9,10,1,7,8,5,21.94,5,1,8.5,77,45.33,63.2,38.13,59.97
9.15,3,1.75,25,6,3,2,7,3,7,21.27,5,1,5.8,62,68.94,34.5,39.52,62.0
8.78,1,3.51,21,8,3,8,5,2,9,6.33,1,1,8.86,42,30.77,59.099999999999994,10.54,52.66
6.17,1,1.84,17,3,1,8,8,3,9,9.41,3,1,6.65,74,45.89,31.400000000000002,19.19,61.39
8.9,1,3.6,14,6,3,3,10,6,7,8.37,3,3,7.85,57,47.56,50.0,18.1,62.78
6.67,1,2.74,32,8,8,4,1,7,5,11.11,3,3,8.36,80,23.17,58.400000000000006,18.02,59.11
7.54,2,2.74,26,1,7,3,10,10,1,23.49,1,2,7.42,95,36.35,68.4,49.42,67.82
7.16,1,1.59,34,6,3,10,7,10,2,11.53,4,2,8.96,82,66.68,41.9,24.46,67.63
6.32,2,3.12,14,4,9,6,8,2,2,4.96,3,3,4.62,61,42.69,74.2,7.02,63.42
9.62,2,0.84,21,8,5,5,4,5,8,4.89,1,2,4.37,67,32.91,27.4,8.46,52.17
7.12,1,2.48,16,9,1,5,9,5,10,22.77,3,3,5.56,71,38.62,40.8,47.01,67.08
9.77,1,3.06,13,8,2,3,10,4,2,6.39,4,2,6.84,56,31.93,43.6,9.95,53.07
7.94,2,2.96,23,8,2,3,4,4,4,12.45,4,2,4.58,46,41.59,47.6,20.2,54.39
6.33,3,1.86,30,4,1,7,9,1,4,6.23,4,1,5.73,46,43.48,34.6,9.85,46.46
9.75,3,3.57,15,2,2,6,10,9,10,13.19,3,2,4.32,80,61.91,60.699999999999996,18.53,69.88
9.4,2,2.45,17,2,6,9,9,5,9,12.8,4,2,6.54,79,69.75,43.5,16.39,60.42
8.7,1,2.55,20,9,10,8,3,4,2,4.7,4,2,8.7,69,52.71,62.5,7.83,55.71
7.12,3,3.98,16,6,10,2,8,1,7,6.88,2,2,5.58,78,36.03,86.8,9.61,71.2
9.16,3,3.4,24,9,8,9,6,4,5,23.65,2,1,5.86,84,47.05,65.0,48.66,75.23
6.63,2,3.7,31,8,9,9,2,2,9,14.94,5,3,7.68,74,62.78,74.0,19.28,63.73
9.77,1,1.38,26,8,5,9,8,8,7,14.52,1,2,4.05,62,48.71,31.799999999999997,22.86,57.78
6.27,3,1.52,27,1,8,9,7,1,5,24.02,4,2,8.52,64,25.83,49.2,32.01,51.2
9.65,3,1.04,21,8,10,4,7,4,7,14.26,3,2,5.3,75,58.65,55.4,20.87,64.18
8.9,2,2.35,22,2,9,4,6,2,5,13.42,1,3,7.52,63,34.19,67.5,25.72,67.11
7.06,3,2.91,35,3,5,2,9,9,5,19.35,2,1,4.89,53,32.13,60.1,35.23,58.55
7.0,2,2.28,21,2,8,3,4,6,6,11.32,5,3,6.44,52,58.96,60.8,21.3,65.25
7.42,3,2.66,27,2,7,9,4,7,3,6.41,5,1,7.02,67,36.96,67.6,11.18,65.9
9.02,3,0.87,34,3,6,7,7,5,2,23.19,1,2,4.59,49,31.0,36.7,31.89,48.75
8.08,2,3.09,22,4,4,4,2,10,5,11.58,3,1,6.68,76,44.31,62.9,15.83,58.49
7.64,2,1.48,12,7,3,5,4,4,4,15.93,2,3,7.06,50,52.64,30.8,20.41,43.16
