gpa,college_tier,study_time,switch_months,risk_score,ambition_score,stability_score,learning_score,salary_priority,wlb_preference,ctc,company_type,location_tier,workload_score,skill_match,savings_rate,switch_probability,predicted_2yr_salary,satisfaction_score
9.73,2,2.92,15,10,5,5,5,3,10,16.54,4,1,4.09,89,64.32,60.2,29.92,74.84
8.26,2,1.5,31,2,1,6,9,9,4,11.61,2,2,4.25,88,53.34,19.0,14.49,58.05
8.9,3,0.58,31,6,1,10,2,5,8,20.45,3,1,8.54,60,31.36,19.8,29.7,42.57
7.76,1,3.08,32,10,10,1,3,7,10,20.93,1,1,6.69,41,38.48,73.8,38.67,64.63
8.67,1,2.63,31,9,3,1,2,6,8,10.07,1,2,4.89,54,54.64,53.3,18.99,63.69
8.18,2,0.56,20,1,9,7,9,8,3,18.84,1,2,6.19,94,52.54,40.6,38.51,71.53
6.32,3,0.68,29,10,9,5,8,5,4,5.62,3,2,4.61,43,25.09,53.8,9.38,56.75
7.13,3,1.11,23,4,7,7,9,8,4,21.52,2,1,8.25,41,33.23,52.1,29.5,46.88
9.49,1,0.52,19,10,3,4,7,3,8,24.16,1,2,4.64,72,64.27,18.2,41.66,61.62
7.73,1,2.68,17,3,6,2,3,9,3,17.7,3,2,6.91,41,32.23,55.8,34.41,58.16
8.81,3,3.83,12,1,2,7,4,9,7,18.54,1,3,4.63,55,44.24,50.3,30.02,59.95
6.59,3,1.07,20,5,1,6,4,4,9,21.3,4,3,6.24,60,22.74,28.700000000000003,29.86,50.34
8.62,1,2.7,12,2,10,1,8,10,6,9.06,2,2,7.15,76,31.05,63.0,14.36,57.74
7.97,2,2.79,23,9,6,6,4,7,9,10.14,1,3,8.64,50,48.55,61.9,12.23,45.09
6.47,2,2.46,26,10,2,7,4,10,6,13.94,4,1,7.55,42,47.77,49.6,28.38,57.6
7.86,3,2.34,25,3,4,4,3,3,7,18.05,1,3,7.83,50,50.02,55.4,34.42,58.98
7.76,2,2.59,31,10,2,7,7,2,2,10.35,2,2,8.0,89,23.05,43.9,14.11,53.89
8.03,3,1.93,29,7,1,7,6,3,7,11.48,4,3,6.25,92,43.29,22.3,13.83,55.22
6.36,1,1.06,18,5,4,1,3,4,7,22.38,3,3,7.93,54,65.39,25.6,48.65,55.07
9.51,3,2.73,15,2,2,9,10,1,10,13.28,1,3,8.38,66,29.84,47.3,19.59,51.76
6.77,2,3.62,33,8,1,9,2,1,8,23.07,3,3,5.08,47,26.33,52.2,40.16,59.79
7.92,2,3.11,26,7,6,1,10,10,4,20.31,4,3,5.25,75,69.7,50.099999999999994,38.42,63.91
8.77,1,3.0,16,4,9,6,5,8,2,8.57,3,1,8.35,53,64.76,77.0,14.34,65.92
8.82,1,2.71,30,3,10,5,6,2,5,23.93,2,2,6.01,50,37.78,65.1,47.47,61.69
6.41,1,3.6,16,7,10,5,5,3,2,17.55,1,1,5.1,60,68.12,77.0,25.31,67.3
7.25,2,0.57,30,8,3,9,3,6,2,9.73,4,2,6.67,64,41.34,19.7,15.67,45.53
9.36,2,3.98,19,6,6,2,4,9,3,13.94,1,3,5.42,81,45.18,76.8,24.65,75.22
6.45,2,1.06,21,6,7,5,5,3,9,17.83,2,2,6.82,46,49.28,35.6,26.36,48.47
7.53,1,3.34,23,10,10,9,8,3,1,5.78,3,1,6.38,45,28.37,77.4,12.29,65.02
6.48,1,1.64,24,9,3,5,8,8,2,11.11,5,2,8.17,93,45.78,26.4,22.69,61.59
6.71,1,1.46,17,7,1,9,3,9,2,10.48,3,1,6.15,69,36.06,32.6,19.46,57.77
7.66,2,1.06,33,9,4,1,6,6,1,18.24,3,2,4.33,59,47.62,36.6,24.84,55.16
6.41,3,2.23,24,9,3,3,6,7,9,20.52,1,1,5.5,89,69.41,48.3,30.08,67.34
6.28,3,0.99,22,7,3,9,6,10,5,20.17,5,2,4.44,60,61.45,34.9,24.83,55.58
8.09,1,2.99,21,9,2,7,4,8,10,24.87,4,1,8.88,65,43.61,52.900000000000006,37.4,58.19
8.23,2,2.86,29,10,6,10,3,7,6,13.57,2,3,7.81,44,67.18,48.599999999999994,18.96,47.01
7.04,1,1.13,30,8,8,1,6,9,7,4.18,3,1,8.97,87,55.87,46.3,5.33,51.5
7.27,3,0.64,16,3,9,8,1,6,10,24.58,5,1,5.53,75,62.15,52.4,37.01,58.63
6.68,1,3.86,16,9,6,9,1,8,9,12.12,2,2,6.05,57,57.2,63.6,26.65,67.81
6.83,2,1.05,23,4,1,10,5,4,4,13.86,3,3,5.92,71,24.27,16.5,20.78,42.79
9.45,1,0.77,35,4,1,5,6,1,8,20.18,2,3,7.16,47,51.5,12.7,41.98,49.15
6.48,3,1.3,12,6,2,8,5,2,5,18.09,3,2,5.9,68,31.54,27.0,34.43,56.25
7.38,2,3.27,16,6,8,6,7,1,3,8.04,4,3,8.08,93,61.57,65.7,11.12,63.58
9.48,2,3.58,25,2,10,7,6,1,2,10.29,3,3,5.82,67,37.8,65.8,12.95,60.21
6.41,3,1.33,33,10,4,7,1,10,9,15.83,1,1,5.75,55,30.79,44.3,25.66,53.34
8.81,2,3.6,28,3,8,2,3,6,8,22.63,5,1,4.91,58,41.84,65.0,33.5,61.16
8.06,2,1.54,21,1,6,1,5,10,4,8.61,3,2,7.85,56,25.67,53.4,17.79,61.89
9.45,2,1.1,20,4,1,1,5,1,2,8.59,4,2,5.32,49,68.52,33.0,10.9,53.88
6.95,2,3.83,34,7,10,4,3,3,8,14.18,4,3,7.98,93,58.79,76.3,17.29,62.11
9.4,1,0.64,32,1,4,9,1,10,3,7.33,1,3,4.29,83,46.88,20.4,9.14,48.52
7.48,1,1.92,21,7,3,7,10,8,2,20.42,5,1,4.28,77,45.2,39.2,31.03,59.67
7.56,1,3.86,13,4,5,8,4,1,6,10.4,1,3,7.21,86,60.04,60.6,18.05,69.25
9.14,3,3.73,28,7,7,1,4,5,1,21.92,5,3,5.97,92,43.94,72.3,29.49,61.73
6.73,1,3.27,18,1,1,10,8,7,8,15.28,2,1,6.29,63,23.34,40.7,24.12,50.63
7.82,2,3.01,24,6,9,4,9,5,4,5.0,2,3,8.31,83,65.94,75.1,9.59,71.38
8.48,2,3.44,31,3,10,9,1,1,9,19.41,3,3,7.22,64,57.79,73.4,33.54,63.92
6.68,2,1.98,12,1,7,8,9,7,7,17.71,4,3,4.51,95,66.33,48.8,25.64,69.3
8.34,1,2.35,35,8,8,6,4,4,9,17.79,3,1,4.08,75,32.07,65.5,28.24,61.83
8.41,1,1.12,27,10,6,2,1,8,6,24.8,3,2,5.01,55,67.12,36.2,30.3,51.86
7.49,3,2.05,25,8,4,7,5,8,8,18.72,4,1,7.97,55,51.13,39.5,29.15,49.32
9.77,3,3.79,20,9,10,6,7,5,6,16.22,1,2,7.0,62,28.12,84.9,27.49,64.69
8.34,2,1.26,15,8,10,1,4,10,1,8.65,4,1,6.75,73,54.77,53.6,11.78,57.99
7.46,2,3.04,33,6,2,7,6,4,7,8.1,3,2,6.13,94,20.99,49.4,11.63,57.89
9.33,1,2.98,36,6,8,1,5,6,1,19.95,4,1,6.3,49,46.23,60.8,43.69,63.24
6.16,1,0.63,34,1,10,2,10,10,7,21.18,1,1,7.83,64,21.06,49.3,45.15,53.66
6.3,3,1.87,26,3,10,6,2,1,1,6.92,1,3,8.14,82,43.31,53.7,12.15,61.52
9.46,3,2.17,18,10,3,4,9,4,8,23.26,1,2,5.97,67,57.94,43.7,31.79,58.51
7.99,3,1.17,17,9,7,5,5,8,8,20.55,4,1,7.24,43,69.95,52.7,26.49,57.21
9.1,2,3.79,34,6,8,3,6,3,7,22.59,2,1,8.13,89,31.12,80.9,32.86,65.18
7.82,1,2.03,23,3,5,9,8,8,2,12.34,5,3,7.66,65,66.27,48.3,23.14,62.77
9.78,1,3.99,33,5,5,9,1,5,4,20.91,1,3,5.16,70,69.94,66.9,37.56,69.04
6.1,2,2.47,14,3,8,6,3,9,8,21.58,2,2,6.64,75,56.04,66.7,31.96,63.59
6.1,1,0.84,34,3,5,7,9,6,6,16.23,1,2,4.22,40,30.37,29.4,22.42,48.53
6.2,2,3.88,16,9,6,7,2,7,8,12.42,2,1,8.42,68,55.18,62.8,20.52,60.64
9.58,1,2.38,31,8,4,5,9,6,6,7.19,3,1,7.41,79,40.99,53.8,10.91,58.4
6.41,3,2.45,36,9,3,6,10,8,2,6.03,5,3,8.79,51,46.54,49.5,10.18,56.27
6.36,1,2.75,27,9,3,10,8,6,9,15.85,4,1,6.53,50,45.94,37.5,24.94,52.08
7.56,1,2.17,31,3,7,10,5,6,1,15.3,3,3,5.55,58,57.26,55.7,23.95,55.97
8.53,2,3.9,28,2,3,8,2,8,3,11.11,3,3,5.28,40,69.04,58.0,16.37,57.86
7.89,3,3.59,27,1,6,1,1,1,1,7.89,3,2,6.1,73,41.09,62.9,16.42,71.73
9.17,2,1.87,22,5,4,9,10,5,5,19.07,4,2,6.53,72,50.31,34.7,36.42,62.5
7.04,3,3.31,22,7,2,10,3,6,2,11.18,3,1,8.43,47,51.47,49.1,24.46,58.14
6.2,1,1.86,23,6,5,9,6,7,8,18.23,2,1,5.37,83,45.43,34.6,36.27,63.87
8.26,1,2.99,30,8,7,6,7,1,5,8.82,2,3,5.95,87,30.17,56.900000000000006,18.61,64.01
9.39,2,1.8,26,6,5,2,3,1,7,24.67,2,3,8.87,82,45.3,35.0,53.27,64.68
9.57,2,0.51,34,9,7,7,6,6,9,14.69,3,3,5.88,94,65.72,38.1,27.35,68.46
7.22,1,2.31,19,9,6,3,4,4,2,18.81,5,1,6.32,73,51.31,49.1,30.2,59.28
8.99,3,2.3,29,4,1,9,1,3,6,7.18,4,1,4.76,52,65.38,26.0,14.38,57.97
6.79,1,1.66,33,9,3,4,4,2,7,24.75,3,3,7.93,73,47.33,42.599999999999994,50.28,57.74
6.12,2,1.62,13,2,8,1,8,4,3,9.27,4,3,4.84,51,36.37,51.2,18.25,63.58
6.46,2,0.74,30,6,8,10,1,8,9,19.67,1,2,8.45,71,56.44,48.4,26.61,53.13
9.28,2,3.57,12,5,6,10,3,9,7,12.37,2,1,4.57,60,23.65,65.69999999999999,18.62,58.84
9.25,1,0.77,32,7,9,4,2,10,7,18.5,4,1,8.88,77,66.43,52.7,35.25,62.44
8.12,2,3.79,15,9,2,10,7,5,4,13.42,2,2,4.55,53,40.58,50.9,20.92,60.89
7.17,3,2.99,15,9,5,1,3,6,5,20.13,3,2,6.54,75,55.59,59.900000000000006,27.14,61.71
6.78,2,3.84,36,4,10,9,5,4,1,5.1,1,1,7.4,43,35.85,74.4,6.58,50.22
6.95,3,0.53,15,7,9,8,10,2,4,22.47,5,1,5.44,82,67.1,33.3,47.28,69.89
9.34,1,1.62,18,9,2,1,4,6,7,4.76,4,1,8.52,89,31.94,23.200000000000003,6.12,49.42
8.63,3,3.5,24,5,7,6,9,7,4,4.5,5,2,7.34,57,57.66,67.0,6.68,56.63
6.75,3,1.44,22,8,9,5,4,4,5,8.69,5,3,6.32,57,52.88,56.4,12.73,57.36
7.73,3,3.87,18,7,2,7,10,2,8,10.02,3,1,4.55,58,50.53,51.7,19.51,59.77
6.22,2,1.65,30,10,1,7,8,4,7,18.15,4,1,5.21,48,64.84,38.5,32.25,56.22
8.91,2,1.97,19,8,8,4,9,7,10,17.59,2,1,5.24,78,63.7,57.7,23.08,65.32
9.61,3,2.4,26,5,10,3,2,9,10,10.29,5,2,5.98,49,35.65,69.0,21.11,67.27
9.58,1,2.23,28,4,7,4,5,4,4,21.36,4,2,6.52,43,49.21,52.3,41.6,62.59
6.14,3,2.63,19,9,3,10,6,8,7,20.94,1,3,7.95,83,49.13,55.3,32.32,60.41
7.69,2,1.15,15,2,1,3,2,6,8,20.83,4,2,6.82,58,26.29,32.5,37.27,47.62
8.21,3,2.16,32,9,3,7,4,6,1,23.75,3,3,6.46,56,58.34,38.6,39.21,53.31
6.84,2,3.66,16,6,7,8,5,10,2,19.38,1,2,7.96,85,33.81,59.6,27.29,61.04
6.18,1,2.15,32,4,8,7,6,2,1,10.21,3,1,4.65,52,29.34,56.5,17.2,56.45
6.5,1,1.95,19,4,4,3,3,4,1,8.08,3,2,5.29,53,47.28,45.5,15.79,62.74
9.53,3,2.88,35,3,1,9,4,10,9,12.93,4,3,7.36,65,35.01,40.8,21.67,53.39
9.75,2,0.7,21,7,2,8,9,1,8,5.92,4,1,6.41,74,26.62,26.0,9.65,55.06
8.45,2,2.75,19,6,7,6,5,2,5,14.21,3,2,4.61,88,45.42,58.5,25.42,70.48
9.29,1,3.93,16,9,5,6,7,1,2,17.12,5,3,4.9,42,55.67,62.300000000000004,29.65,66.29
8.39,3,2.01,15,4,5,2,4,8,8,4.55,3,2,5.3,82,48.29,51.099999999999994,8.78,67.27
9.79,1,1.6,28,8,10,4,8,7,3,17.49,3,3,8.84,49,64.59,58.0,36.52,66.04
6.6,1,3.26,34,7,8,7,9,2,10,12.31,3,3,4.25,59,38.6,73.6,20.6,70.39
9.26,3,2.36,18,10,8,3,2,7,3,12.55,4,3,6.9,58,42.35,58.599999999999994,25.24,61.68
6.88,1,3.25,27,1,1,4,1,3,1,20.35,3,1,5.48,64,59.96,50.5,29.95,56.79
8.15,3,1.75,35,1,9,4,6,3,6,5.08,1,1,7.61,64,63.61,59.5,7.83,64.65
9.47,1,3.36,21,3,10,5,2,3,7,21.72,2,3,7.07,58,65.94,66.6,44.41,65.9
7.2,3,2.29,16,3,10,6,2,1,10,23.57,4,1,7.22,49,21.45,70.9,46.85,64.57
8.87,3,3.83,31,1,2,9,2,10,10,24.14,3,2,8.27,89,64.92,61.3,35.9,59.58
6.02,1,3.58,22,2,2,8,4,5,8,21.16,1,3,4.49,47,67.53,46.8,42.48,63.22
8.79,3,3.5,17,6,3,3,4,4,10,4.19,1,1,8.38,68,34.56,48.0,7.98,60.58
6.63,2,1.18,29,3,2,7,8,1,9,13.26,2,1,6.73,40,20.32,31.799999999999997,24.91,50.96
6.11,2,1.05,21,10,3,9,8,6,4,18.13,5,2,8.58,69,64.17,28.5,36.95,61.53
8.81,2,2.03,17,6,5,6,4,2,3,22.42,3,3,6.32,86,23.15,39.3,27.41,54.62
8.02,1,2.66,31,8,9,6,2,1,2,4.55,5,3,8.51,95,53.77,66.6,9.37,70.8
6.92,3,2.58,30,7,10,9,8,1,4,20.58,3,2,5.6,85,62.54,58.8,35.58,70.97
7.95,3,2.62,30,9,5,3,9,2,3,4.5,1,3,4.67,47,59.11,58.2,8.01,60.47
8.97,1,2.43,23,7,8,2,3,4,8,4.56,1,3,8.07,66,54.65,61.3,6.26,52.41
7.83,1,2.62,28,10,7,2,4,1,2,18.04,2,3,7.06,44,49.06,64.2,23.58,57.01
7.56,3,3.59,34,10,6,2,3,1,9,19.98,3,3,8.82,57,54.96,71.9,36.1,65.29
9.43,3,2.29,27,7,6,1,3,10,9,16.48,2,2,5.87,81,46.93,55.9,21.7,61.47
8.97,1,3.96,21,3,6,2,5,4,5,8.9,2,3,6.09,64,53.45,67.6,16.98,71.92
8.05,2,1.49,17,10,2,3,6,4,9,23.79,3,2,6.52,89,39.18,23.9,48.64,65.03
8.12,2,2.73,17,6,10,2,3,10,9,8.63,1,2,6.29,75,69.52,60.3,15.36,65.49
6.17,1,0.6,34,9,9,7,8,5,5,9.56,3,2,6.08,92,54.24,43.0,15.22,64.8
6.73,3,1.74,13,6,7,9,3,8,7,24.02,5,1,8.28,83,48.69,41.4,38.86,54.07
7.91,1,3.3,12,3,3,8,10,4,8,17.09,3,1,8.61,68,46.49,57.0,22.19,54.03
9.01,1,3.65,19,10,1,10,6,7,6,5.31,2,2,7.03,70,25.26,55.5,10.35,59.17
6.93,1,3.24,29,5,9,2,10,8,10,10.54,3,1,7.68,53,57.31,64.4,15.79,56.51
8.52,3,3.21,25,3,9,10,7,9,3,17.54,5,3,5.13,62,46.17,76.1,31.63,72.67
9.18,3,2.0,16,9,3,7,2,6,4,6.08,1,2,7.45,45,43.5,48.0,13.35,53.9
6.17,3,2.97,36,6,10,2,4,4,2,18.29,2,2,7.77,62,27.81,59.7,25.31,51.78
9.04,1,2.05,12,8,7,4,1,7,9,4.58,4,1,5.08,45,29.15,59.5,9.34,62.34
8.03,2,2.59,28,6,6,3,1,8,3,22.2,2,3,5.25,72,60.44,62.9,46.3,69.55
7.27,1,3.94,19,9,9,9,1,4,3,19.41,5,1,8.6,70,69.85,76.4,40.1,67.94
9.46,3,1.77,35,2,1,6,9,2,4,24.91,1,1,6.46,80,55.18,37.7,35.22,57.32
8.75,2,3.31,18,4,10,4,7,2,7,8.8,1,3,6.82,51,27.93,73.1,11.18,56.98
9.58,3,0.55,30,5,1,4,8,4,10,8.22,1,1,6.43,50,58.96,17.5,12.75,49.29
8.81,3,3.81,17,6,5,4,3,6,8,13.29,3,2,7.99,92,55.49,54.1,18.83,65.72
7.43,3,0.87,32,2,9,10,9,2,4,16.24,1,2,4.08,40,59.42,36.7,24.16,55.64
9.57,1,1.4,22,4,3,3,5,7,4,8.5,5,1,5.72,46,65.07,42.0,15.62,56.34
8.72,2,2.21,25,6,2,4,6,4,5,22.45,2,2,8.5,45,31.46,40.1,41.01,53.04
7.55,2,1.1,33,7,1,10,8,2,9,11.12,4,3,4.53,54,57.01,27.0,22.54,62.83
6.73,1,2.83,15,10,4,5,3,7,10,9.37,4,2,5.87,44,32.6,60.3,12.85,50.31
7.09,1,2.93,26,9,9,1,3,5,1,7.78,2,2,8.9,86,42.64,58.3,16.94,67.44
7.52,3,0.73,21,10,10,1,4,2,1,12.1,5,3,6.02,81,27.6,49.3,17.73,61.74
9.46,3,2.58,20,4,6,1,3,4,7,5.63,1,3,8.86,84,56.9,62.8,9.56,60.97
7.12,2,0.87,35,5,4,8,6,2,9,15.6,4,2,6.19,43,68.06,20.7,32.49,52.62
6.92,1,1.38,20,3,2,3,5,2,6,14.61,4,2,5.59,70,27.32,22.799999999999997,20.51,52.91
6.84,1,1.85,33,2,7,9,1,8,2,11.47,4,1,6.59,56,47.16,39.5,23.48,54.96
8.54,2,1.05,14,7,5,10,6,3,10,13.19,4,1,6.23,65,64.83,41.5,15.87,57.48
8.84,3,1.23,13,7,1,4,10,6,10,6.09,4,1,8.88,92,36.87,32.3,11.86,58.17
9.47,2,3.1,15,9,5,3,7,5,10,17.69,3,1,4.42,63,63.04,48.0,29.57,67.91
7.33,1,1.69,19,9,1,8,10,2,5,13.68,5,3,4.82,68,58.33,28.9,23.9,54.41
7.18,1,1.44,35,10,10,8,5,9,5,11.61,3,2,5.71,87,59.37,50.4,24.29,74.98
6.94,2,2.72,31,2,9,1,5,3,3,12.85,3,3,8.53,92,53.18,67.2,17.68,64.12
7.13,1,2.53,12,7,3,10,10,10,7,22.69,5,2,8.23,44,38.6,44.3,47.06,55.35
6.65,2,3.19,22,9,10,9,2,6,7,12.07,5,3,7.03,51,42.26,72.9,22.82,65.19
6.84,1,2.04,36,4,3,5,4,1,3,11.17,3,1,5.75,43,66.32,31.4,23.17,58.1
7.5,1,2.53,29,7,1,4,7,3,9,6.51,2,1,6.45,76,28.22,30.299999999999997,12.3,59.34
6.68,2,2.98,26,5,3,5,7,7,1,20.84,5,2,8.71,91,31.6,41.8,25.87,54.7
8.64,3,0.8,36,1,3,1,2,4,4,19.08,1,1,4.08,70,34.62,31.0,27.5,52.47
9.04,2,3.37,14,3,5,2,6,2,4,17.94,3,2,8.79,57,49.43,52.7,36.2,60.47
7.82,3,1.3,31,5,4,10,9,10,5,24.59,2,3,4.21,57,45.81,44.0,33.11,58.27
9.02,2,2.97,29,1,6,9,10,1,5,14.32,1,2,6.32,76,62.46,49.7,20.4,57.55
8.27,1,3.03,31,5,5,9,1,1,2,15.85,1,2,6.29,95,28.48,52.3,20.86,58.11
8.12,3,0.53,31,7,10,4,7,4,10,11.44,2,3,6.92,61,21.31,50.3,22.04,53.37
6.13,3,2.15,29,8,8,4,5,6,7,5.93,4,3,6.96,90,66.72,56.5,10.73,67.53
8.5,2,2.98,32,5,8,10,1,3,2,6.75,2,1,8.27,45,66.96,65.8,12.24,57.68
7.23,3,3.85,19,6,7,9,4,5,8,18.9,3,1,5.32,40,43.63,64.5,22.98,56.6
7.56,3,2.53,35,6,9,2,4,9,8,19.26,3,3,4.5,82,59.3,57.3,38.06,70.55
6.12,1,0.79,12,4,9,2,6,4,3,14.24,3,3,6.45,62,41.71,51.9,20.71,52.52
7.42,1,3.65,28,9,5,2,6,10,2,17.81,2,2,5.84,43,52.93,65.5,35.85,60.01
6.76,3,2.25,26,6,3,5,1,1,5,22.05,5,3,6.02,53,65.57,42.5,36.79,62.81
7.38,2,2.52,18,2,5,3,2,3,10,16.02,1,2,8.77,72,31.3,44.2,32.67,56.25
7.83,2,1.11,18,7,10,10,9,1,6,21.2,5,1,7.08,92,41.75,41.1,28.44,60.93
9.63,3,3.75,21,3,4,1,1,2,6,18.0,4,2,4.06,93,50.92,53.5,24.29,61.97
9.01,2,3.18,35,3,8,2,5,9,6,11.23,3,3,5.72,77,62.19,73.8,16.15,68.21
9.77,3,2.13,14,4,5,1,2,8,9,13.71,2,1,8.62,63,67.13,37.3,18.82,54.1
8.83,2,1.47,22,7,6,5,5,1,1,11.59,1,1,7.48,74,64.71,34.7,18.99,60.21
7.05,2,0.81,33,8,9,2,6,3,3,20.26,1,1,5.34,47,58.65,38.1,28.21,52.4
8.63,1,1.71,26,8,3,7,9,2,8,8.52,2,2,5.33,42,46.09,43.1,16.77,55.62
9.67,2,2.0,31,9,4,10,5,9,3,20.68,3,3,5.32,70,41.12,39.0,45.0,61.26
7.16,3,1.1,35,4,7,2,4,2,9,22.5,2,2,6.61,54,26.37,36.0,42.54,49.98
9.48,2,3.08,17,5,9,6,8,8,6,8.15,5,3,8.26,64,52.76,74.8,12.35,62.95
7.24,2,1.57,31,4,7,6,9,9,7,21.28,3,1,6.7,88,27.79,55.7,36.85,58.73
6.75,1,3.44,22,5,2,5,6,3,6,15.4,5,1,7.18,85,65.24,55.4,23.52,66.61
9.56,2,1.25,21,3,3,2,7,10,1,15.04,4,1,8.43,92,55.94,30.5,30.56,59.67
6.76,3,0.94,29,5,4,6,5,8,8,20.4,1,3,6.07,81,58.72,21.4,42.38,64.41
6.15,1,3.41,13,8,7,6,6,9,10,22.47,3,2,8.92,75,42.3,65.1,48.39,70.81
7.89,1,3.58,17,3,3,6,3,10,6,4.98,3,2,6.74,70,46.23,59.8,8.28,59.76
7.06,3,1.39,24,8,7,6,1,10,7,6.48,5,1,8.61,46,32.24,53.9,11.94,55.49
7.6,1,0.84,24,8,3,4,3,1,3,24.13,3,1,8.06,59,37.26,32.4,49.27,54.62
6.4,2,0.58,14,6,1,4,5,10,2,10.82,1,2,4.52,66,52.75,25.8,18.69,55.72
8.51,1,2.04,15,5,1,5,1,5,8,17.01,4,2,5.43,60,68.9,28.4,34.5,62.62
7.1,1,1.94,33,3,9,1,1,1,9,4.3,4,2,5.02,80,33.15,64.4,9.39,68.38
8.31,2,1.16,20,7,2,3,2,7,4,16.61,2,3,5.2,87,62.78,35.6,32.29,68.52
7.24,1,3.29,26,4,3,4,1,10,5,10.36,5,2,7.39,83,33.79,52.9,18.85,60.76
8.45,1,1.4,21,4,9,8,6,10,8,8.26,1,1,5.51,46,45.55,41.0,11.55,51.29
8.75,1,3.35,17,3,5,7,4,2,9,17.47,3,2,4.43,51,42.3,64.5,21.83,55.77
7.75,2,3.04,14,1,6,8,9,7,4,20.05,5,2,4.43,89,48.31,56.4,25.32,60.73
6.86,1,2.16,21,7,10,10,4,3,7,17.09,1,1,8.65,94,26.88,60.6,35.51,64.31
7.2,2,0.72,21,6,6,2,8,9,2,24.64,3,2,5.36,48,64.67,30.2,39.24,52.73
9.73,2,1.32,25,2,3,1,6,7,1,14.31,5,3,7.7,41,52.99,30.200000000000003,26.7,47.29
9.06,3,3.65,12,6,7,1,2,9,4,9.48,5,2,6.64,42,57.69,74.5,15.38,60.33
6.14,1,2.05,27,6,1,3,9,10,9,14.12,4,1,5.33,64,29.98,29.5,20.46,45.81
8.6,2,2.72,34,2,8,1,3,2,7,13.11,5,2,6.68,45,21.6,68.2,25.31,62.69
9.26,2,3.86,29,4,5,7,7,6,4,7.18,4,3,6.53,85,62.45,61.6,11.69,67.38
9.31,2,2.83,15,5,4,3,4,9,1,17.73,2,1,5.8,61,43.62,55.3,26.4,53.91
6.01,3,2.39,27,7,1,8,6,3,3,9.54,3,3,8.94,69,25.25,32.900000000000006,16.94,54.16
7.38,1,0.51,24,7,7,6,1,7,6,17.87,1,3,7.02,56,21.98,34.1,28.22,44.07
6.25,3,2.38,21,3,8,8,7,7,2,23.54,2,2,5.27,74,27.4,60.8,47.53,61.62
9.46,2,0.8,15,9,3,3,8,5,2,6.37,1,3,7.08,76,46.45,18.0,13.5,54.63
6.13,3,1.48,16,9,6,7,2,6,5,5.01,1,1,7.07,44,41.92,33.8,6.41,48.77
9.79,2,2.66,13,8,3,5,5,1,7,18.62,4,1,4.68,45,68.48,37.6,37.52,60.88
9.5,3,0.55,12,10,3,9,4,4,9,11.94,2,1,6.6,41,22.98,30.5,21.15,48.07
8.53,2,3.19,35,9,2,10,9,3,5,9.66,5,3,4.8,63,50.14,54.9,17.92,69.7
7.56,3,3.95,35,4,2,4,7,9,2,12.51,3,1,7.28,52,35.61,47.5,17.34,46.76
8.33,1,2.08,19,3,1,5,2,2,6,16.27,4,3,7.08,59,35.31,32.8,30.23,49.89
6.74,3,1.13,32,9,2,1,10,9,8,4.96,2,3,8.59,82,38.75,18.299999999999997,8.03,50.72
8.23,1,1.02,25,8,3,2,8,7,1,5.83,2,2,7.68,72,60.67,29.2,10.22,60.57
8.8,3,1.53,22,3,1,5,10,1,5,5.74,5,1,4.53,70,20.95,35.3,10.93,60.3
8.14,2,3.25,36,6,5,2,5,2,1,14.92,3,1,7.81,76,62.04,54.5,24.8,64.26
6.42,1,2.45,36,8,1,7,1,3,2,18.24,5,3,8.59,47,65.72,30.5,25.31,47.25
6.05,3,1.3,33,5,9,6,4,9,5,18.11,5,2,6.91,82,62.58,42.0,33.41,64.39
7.65,1,2.39,18,7,6,9,6,7,10,13.83,4,1,4.78,92,25.98,48.900000000000006,28.88,70.41
8.05,1,3.29,31,4,3,3,6,8,2,21.89,2,1,4.43,85,55.7,52.9,33.64,68.39
7.85,3,1.32,18,10,1,9,1,5,6,8.89,3,2,5.37,69,33.74,16.200000000000003,17.54,55.94
8.83,3,1.16,36,4,2,6,6,4,4,18.91,4,3,7.1,78,22.42,29.6,36.6,56.48
6.12,2,3.84,23,2,10,5,8,2,4,14.48,1,3,4.86,88,38.74,76.4,27.86,69.71
9.41,3,1.36,14,6,8,4,7,1,1,5.49,2,2,4.85,60,69.09,41.6,9.86,59.52
8.98,3,3.53,23,6,2,7,7,7,10,5.67,2,3,7.87,81,29.49,58.3,8.81,57.78
8.57,1,3.18,31,5,9,3,7,3,5,4.09,2,3,6.26,59,57.16,67.8,7.63,66.51
8.36,1,1.04,25,4,5,1,8,10,4,24.93,4,2,8.28,50,59.54,31.4,33.34,41.37
9.41,3,2.64,27,10,2,6,9,2,6,4.61,2,3,6.62,71,46.18,40.400000000000006,9.51,62.84
9.43,2,1.18,35,3,10,3,5,4,7,9.99,2,3,5.82,90,33.48,58.8,12.5,64.32
7.25,1,1.9,27,7,10,1,3,4,9,23.8,5,1,7.96,67,66.55,58.0,31.33,53.78
6.12,2,2.32,25,2,7,8,7,8,10,20.69,2,1,4.02,71,20.78,49.2,25.67,52.44
8.89,2,2.0,16,4,7,5,2,8,7,7.0,5,3,5.4,85,46.22,41.0,13.09,61.25
6.03,2,2.84,30,5,1,7,5,7,4,4.61,5,1,4.52,75,45.53,37.4,5.66,50.05
